"Fon Kodu","Fon Adı","Şemsiye Fon Türü","1 Ay (%)","3 Ay (%)","6 Ay (%)","Yılbaşı (%)","1 Yıl (%)","3 Yıl (%)","5 Yıl (%)"
"KID","TRIVE PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","-2,0503","1,8606","7,4504","6,2027","20,8625","-","-"
"DKH","DENİZ PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-2,0729","2,3386","1,7890","-3,1541","3,4852","-","-"
"KTS","KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","-2,3148","-3,6884","-3,5570","-6,6601","6,3435","253,4194","424,0220"
"THT","TRİVE PORTFÖY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","-2,3450","-16,0914","-12,6060","-14,4624","-82,5585","-","-"
"HNC","HEDEF PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-2,4898","-","-","-","-","-","-"
"IIE","İSTANBUL PORTFÖY ONDÖRDÜNCÜ SERBEST FON","Serbest Şemsiye Fonu","-2,5136","21,9865","48,5313","56,9863","144,2333","-","-"
"GRT","GARANTİ PORTFÖY TEKNOLOJİ ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-2,5314","1,5385","-","-","-","-","-"
"THV","ATA PORTFÖY BARBAROS HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","-2,6933","-10,2560","-10,3539","-17,1779","-14,4291","298,6497","-"
"HVZ","ALLBATROSS PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-2,7156","-0,1082","0,7406","-4,6379","0,1075","-","-"
"AFS","AK PORTFÖY SAĞLIK SEKTÖRÜ YABANCI HİSSE SENEDİ FONU","Hisse Senedi Şemsiye Fonu","-2,7815","-2,6411","2,9745","6,8667","4,2500","116,2794","761,1655"
"GSP","AZİMUT PYŞ KAR PAYI ÖDEYEN HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-2,9040","-7,5803","-6,1882","-9,8663","-5,8664","376,1829","863,0157"
"DXP","DENİZ PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-2,9918","-3,2334","-6,1939","-6,8305","-10,1355","-","-"
"SSS","YAPI KREDİ PORTFÖY SAVUNMA SANAYİİ ŞİRKETLERİ ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-3,0651","-","-","-","-","-","-"
"OPH","OSMANLI PORTFÖY BİRİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-3,0681","-1,4771","-6,1595","-9,6578","-9,4291","366,5649","1.502,3328"
"ST1","STRATEJİ PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-3,1207","-9,4997","-12,6465","-20,0389","-19,0669","294,2814","998,7792"
"MAC","MARMARA CAPITAL PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-3,1885","6,6594","-0,9745","-1,8222","0,6536","445,8381","1.488,6830"
"FUA","AK PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-3,2646","-0,1828","-1,0363","-3,5676","-10,2720","197,5023","-"
"GTH","GARANTİ PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-3,2698","-4,7543","-","-","-","-","-"
"OPI","OSMANLI PORTFÖY İKİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-3,2967","-5,2064","-7,5207","-11,7682","-10,2764","327,6217","1.378,0844"
"AOJ","ALLBATROSS PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","-3,3051","-9,8817","-6,7775","-10,1287","1,1583","-","-"
"IJT","İŞ PORTFÖY TARIM SERBEST FON","Serbest Şemsiye Fonu","-3,3899","-2,1924","3,3114","1,3740","3,3324","176,9413","-"
"BV1","BV PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FON (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-3,7462","-","-","-","-","-","-"
"KST","ALLBATROSS PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-3,9211","-6,1025","-4,8336","-9,8538","-7,5333","-","-"
"PAF","PARDUS PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","-4,0244","22,3958","33,7650","34,4189","76,2825","-","-"
"ICZ","AK PORTFÖY TEKNOLOJİ ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-4,0700","-0,7651","4,0867","-0,4011","-1,1094","330,2572","-"
"PGS","AZİMUT PORTFÖY PAY GERİ ALIMI YAPAN ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-4,2937","-","-","-","-","-","-"
"THF","TERA PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-4,4311","-","-","-","-","-","-"
"SNY","ATLAS PORTFÖY SANAYİ SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","-4,5291","-","-","-","-","-","-"
"DHJ","DENİZ PORTFÖY TEKNOLOJİ ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-4,6710","-1,9912","-1,0054","-6,5494","-10,0906","302,6984","-"
"IHT","İŞ PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-4,9024","-6,4094","-7,6947","-10,3256","-9,2973","-","-"
"TTE","İŞ PORTFÖY BIST TEKNOLOJİ AĞIRLIK SINIRLAMALI ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-5,0678","7,4843","10,4650","7,4380","5,3435","312,2997","859,9062"
"YHZ","YAPI KREDİ PORTFÖY BIST TEKNOLOJİ AĞIRLIK SINIRLAMALI ENDEKSİ HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-5,1802","5,7700","9,8939","5,6540","7,4857","330,5506","-"
"GLG","AKTİF PORTFÖY CAPİTAL HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","-6,5423","6,2270","10,1537","9,7404","-5,6850","-","-"
"KHC","PARDUS PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-7,2061","-3,2205","-0,9969","-7,7690","-0,1640","-","-"
"AEV","ALLBATROSS PORTFÖY SANAYİ ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-8,4671","-3,3430","-6,1704","-10,9186","-16,3300","-","-"
"IZF","QİNVEST PORTFÖY İKİNCİ KATILIM SERBEST FON","Serbest Şemsiye Fonu","-8,7601","-13,0121","-41,4998","-27,1809","-84,4964","-82,2248","-"
"POS","PARDUS PORTFÖY ONBEŞİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","-9,4217","-15,5255","-","-21,1318","-","-","-"
"BRR","AK PORTFÖY İKİNCİ KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","-","-","-","-","-","-","-"
"BTJ","ATLAS PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"BLT","BULLS PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","-","-","-","-","-","-","-"
"BCO","BULLS PORTFÖY ÇOKLU VARLIK KATILIM FONU","Katılım Şemsiye Fonu","-","-","-","-","-","-","-"
"BLD","DENİZ PORTFÖY BALEV EĞİTİME DESTEK SERBEST FON","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"DID","DENİZ PORTFÖY İKİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","-","-","-","-","-","-","-"
"FTF","FONERİA PORTFÖY TEKNOLOJİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","-","-","-","-","-","-","-"
"PIP","GARANTİ PORTFÖY İKİNCİ PARA PİYASASI SERBEST (TL) FON","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"GNH","GLOBAL MD PORTFÖY ALGORİTMİK MODEL HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-","-","-","-","-","-","-"
"HML","HEDEF PORTFÖY KATILIM SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"BIP","İSTANBUL PORTFÖY BİRİNCİ PARA PİYASASI SERBEST (TL) FON","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"KUA","KUVEYT TÜRK PORTFÖY AGRESİF KATILIM FONU","Katılım Şemsiye Fonu","-","-","-","-","-","-","-"
"KDE","KUVEYT TÜRK PORTFÖY DENGELİ KATILIM FONU","Katılım Şemsiye Fonu","-","-","-","-","-","-","-"
"KUD","KUVEYT TÜRK PORTFÖY DİNAMİK KATILIM FONU","Katılım Şemsiye Fonu","-","-","-","-","-","-","-"
"KME","KUVEYT TÜRK PORTFÖY TEMKİNLİ KATILIM FONU","Katılım Şemsiye Fonu","-","-","-","-","-","-","-"
"MTF","MT PORTFÖY BİRİNCİ İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"NLE","NUROL PORTFÖY EMLAK SEKTÖRÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-","-","-","-","-","-","-"
"PLR","OSMANLI PORTFÖY PARA PİYASASI FONU","Para Piyasası Şemsiye Fonu","-","-","-","-","-","-","-"
"PAO","PARDUS PORTFÖY ANADOLU HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"BRT","PARDUS PORTFÖY BEREKET HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"PMP","PARDUS PORTFÖY MODEL PORTFÖY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"SRL","PARDUS PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-","-","-","-","-","-","-"
"PYR","PARDUS PORTFÖY YİRMİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"PHK","PHİLLİP PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-","-","-","-","-","-","-"
"PBN","PİRAMİT PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"PKD","PUSULA PORTFÖY İKİNCİ DENGE KATILIM SERBEST FON","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"RRP","RE-PIE PORTFÖY PARA PİYASASI KATILIM (TL) FON","Katılım Şemsiye Fonu","-","-","-","-","-","-","-"
"RKC","ROTA PORTFÖY İKİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","-","-","-","-","-","-","-"
